symbol,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
Or92a,8.942147811116469e-21,10.745719814577221,0.0,9.911445286316036,0.0,1.5623720655582694e-16
Or13a,1.291457525695948e-20,0.0,13.317037463121618,0.0,13.01318529756619,2.25643458889596e-16
CG42766,1.291457525695948e-20,0.0,12.280216898661067,0.0,11.886288046680184,2.25643458889596e-16
CG40486,2.3606955393255025e-19,12.93295342221954,0.0,12.80958802411692,0.9074980235474531,4.124607246309518e-15
mmd,4.0655843053660686e-19,0.0,10.851949455104457,0.12646077025805152,10.480393054641068,7.103388898335595e-15
mamo,2.0203233915814948e-17,10.91461170100117,0.0,10.257700428460492,1.3816097418043802,3.5299090297711876e-13
Desat1,4.6468255644526014e-17,11.401984357628766,0.0,10.757561349180538,1.5994931728556423,8.118933626211585e-13
bru-3,8.751321554928845e-15,1.62015473431354,10.911866015798163,2.152038638068565,10.154256706476453,1.5290309020771678e-10
norpA,3.6343483214580633e-14,6.720695382156161,12.770593712650474,5.872115715398764,12.347925847920676,6.349933387251528e-10
CG33298,4.3220741906241165e-13,7.368346758507883,0.0,6.38346820691225,0.1877571525235827,7.551528025858456e-09
CG2556,3.097630315991661e-12,6.679495161875889,0.0,5.8589635148948,0.09569954665681049,5.4121796881006295e-08
pdm3,5.0980529683136545e-12,7.690775813499357,0.0,6.18157842265553,0.1829827084576665,8.907318146237618e-08
rdgA,1.1084282867121716e-11,8.940650644614312,0.0,7.640597774169451,1.3375793214088014,1.936645902543506e-07
CR44317,2.357162589027656e-11,0.0,2.302642498924395,0.0,3.9280464369493147,4.1184344755491206e-07
CG15765,6.476082427541136e-11,5.523852825747701,0.0,4.910678574247758,0.0,1.1315011217399873e-06
CR43836,7.521974305251118e-11,5.3313459778688355,0.0,4.830603349793286,0.08780105194156783,1.3142393506134753e-06
CR45502,1.6347301273740317e-10,7.299596758873204,0.0,5.330137723946597,0.0,2.856200478547908e-06
eyg,3.22707836413855e-10,0.0,7.339046479380782,0.2913199689026624,5.10646149687513,5.638351317822874e-06
Kua,5.335606650318063e-10,9.9463286401051,0.0,8.638957986035056,1.8077079524633526,9.322371939435719e-06
CG3961,7.425518334301481e-10,10.30911546265417,3.5633645110393224,9.701541192333194,4.343296317543559,1.2973865633691547e-05
5-HT2B,2.449825064566391e-09,2.7322452470816936,10.622594479129347,3.8980287159872518,9.557539625087983,4.2803343528103984e-05
Vha100-2,3.680938206168708e-09,0.0,8.222919698474222,0.9681045725041686,6.375326708513157,6.431335233817966e-05
Pi4KIIalpha,4.713960910674309e-09,0.0,1.0956667498091934,0.0,3.6073971499814355,8.236232503130152e-05
CG12880,2.40933444597589e-08,0.8153899330038326,0.0,3.549302934316184,0.09995975884470804,0.0004209589144009075
CG43060,2.990538968757629e-08,0.0,0.0,1.2098644837849,0.0,0.0005225069686213329
CG5890,6.998920188658054e-08,7.2582958068278955,0.0,5.729215115732979,1.0837413307327137,0.0012228513353623352
