symbol,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
Or22b,5.632220514729947e-37,13.811745126774527,0.0,13.719397526649331,0.0,9.840615683336164e-33
GstE4,1.8795127183748066e-32,13.306891883387273,0.0,13.272244689572359,2.0531654064745952,3.283884621544462e-28
Ir75a,1.3658335243802421e-31,0.0,12.133010893673234,0.08091967683499209,11.497403696663376,2.386384333797159e-27
Sp1,4.119218616926255e-31,10.034601927485493,0.0,9.640236893193206,0.6658714265409336,7.197098767493553e-27
GstE5,1.2686253575474023e-30,10.492247888642265,0.0,9.16227129554279,0.2365637210606096,2.2165422247068211e-26
Orco,5.980215279454098e-30,11.593708478646892,0.0,11.310390472620554,1.8888447380920739,1.04486321362622e-25
Ggamma30A,5.389717370355943e-29,0.0,10.820820019030268,0.2115079756286602,9.42909762406706,9.416914189485904e-25
CG33178,2.047349419908446e-28,7.847700391939988,0.0,7.544661576727626,1.3135036529841764,3.577128906464037e-24
CG14274,1.3621876218603439e-27,0.0,9.730658994396762,0.09007117983458353,8.56300373866608,2.380014212914393e-23
Sytbeta,1.2237343567386958e-26,0.0,10.228571579785939,0.026500436573871716,8.411435958819911,2.1381086680938492e-22
CG43689,1.4597901490227738e-26,9.23659569328662,0.0,7.788654549735248,0.2973671043345358,2.55054534837259e-22
hth,3.152506570501257e-26,0.0,11.012653379088349,1.2916903050082775,10.046041187313673,5.508059479979797e-22
CR44960,5.3912423858444235e-25,9.634830109312155,0.0,8.723347937159575,1.1842173531755058,9.419578696547377e-21
CG42540,1.722383743486427e-23,13.145458616807776,10.136683784582486,13.012703769138207,8.52057978430793,3.009348876619485e-19
rdgA,3.7757474698674165e-22,0.7952584684208995,10.172420314083347,1.8935742623311074,9.25034929934535,6.59698597935235e-18
ATP8B,3.8161363063741237e-22,10.816015457292764,0.0,9.850681744119525,2.3958245839574968,6.667553354496869e-18
Invadolysin,4.422217678040372e-22,7.371727102330696,0.0,6.154390210410094,0.3013131621954219,7.726498727072137e-18
Kua,9.115995723231162e-22,8.642418822672475,0.0,7.369466665123568,0.5658625211162659,1.5927467727629488e-17
shakB,1.165861258943347e-21,2.489263538183308,11.677735909588352,3.615469378715893,10.725245209006228,2.036992791625816e-17
CG10874,3.191274433954248e-21,7.934261863708107,0.0,6.199630352908824,0.38476425256529323,5.575794691004863e-17
Mmp2,1.901907384214815e-20,0.0,10.386297427320107,1.2999635041682942,8.816067854363135,3.3230125817001247e-16
dac,7.605719687794355e-20,6.43326827127531,0.0,5.123977395329041,0.03554811997945969,1.3288713438514298e-15
eys,1.8857623091907166e-19,4.441688718008553,0.0,4.5096037669629006,0.1685823683638619,3.29480390661802e-15
halo,2.345237548636736e-19,4.311574502094341,0.0,4.698008883853959,0.0,4.0975990449781055e-15
Or22a,2.345237548636736e-19,3.036548892494639,0.0,4.026675420430707,0.0,4.0975990449781055e-15
