symbol,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
Or65b,4.9336377413997606e-11,13.790512168912223,0.0,13.57624691083618,0.0,8.620051861773662e-07
Or65c,3.704419261404863e-10,11.547943343068937,0.0,10.712174493858102,0.0,6.472361333526576e-06
Snmp1,1.4373923663866244e-09,13.612009210104224,0.0,13.248132881068035,0.8271554626557683,2.5114119425507102e-05
CG33178,2.637846299276157e-09,7.982133903276729,0.0,8.089910590638182,0.6544041043710938,4.608845054095301e-05
CR44960,6.076925501153115e-09,10.738084520797758,0.0,10.43866489140665,0.9352083693961946,0.00010617604235614723
Or65a,1.6090371405556877e-08,10.922897244566325,0.0,9.026518355672122,0.3382353985727913,0.00028113096919788974
SNF4Agamma,2.2472072824258515e-08,13.800704250256173,0.0,13.54005074469334,2.2749183833323925,0.0003926320563854448
CG33177,3.45878767759377e-08,10.121616236760548,0.0,8.351053659243131,0.6020479388871638,0.0006043193830291834
Orco,1.2519831410775525e-07,11.888727545060036,0.0,11.411438645850847,1.9231668795222918,0.0021874649440907
GstE4,3.960764627739282e-07,11.585690400037993,0.0,11.105459203950934,2.2552897949429154,0.006920247957586074
disco-r,4.22341345527963e-07,4.6337220316519945,0.0,4.841616947467696,0.05467714413737646,0.00737914798906457
heph,4.716626419454436e-07,9.833775029582013,0.0,9.874552228474384,2.181123753242841,0.00824088968007079
hoe1,1.3878960901950733e-06,6.246364818765501,0.0,5.786419857827167,0.6258893053101487,0.02424932048788832
scrib,2.1353225554691464e-06,10.858357445298413,0.0,8.985337251797578,1.207037404407042,0.03730835568915693
CG5890,2.2026661901971555e-06,9.370164088294686,0.0,9.492781042132055,1.9385707874692728,0.0384849836751247
CG8654,2.777347614980803e-06,3.34626804112151,0.0,3.716123283628999,0.0,0.04852581752894459
Drip,5.389107904152148e-06,9.366612815789,5.773753543837432,9.45771749233828,5.698813687417824,0.09415849330134633
RhoGAP15B,6.426562694370847e-06,4.259289498469014,0.0,5.014530216287317,0.3612409060939401,0.11228490339604744
CG43658,6.884689000612157e-06,9.378406229681897,0.0,7.1825405885666695,0.4705129910424804,0.1202892862186956
Fife,1.1765608719714566e-05,6.116467048751671,0.0,5.137633640526682,0.06992220669944534,0.2055687155508529
CG32521,1.2500100965640668e-05,9.34696779005721,0.0,7.917876581443708,1.5879435645301474,0.21840176407167375
Frq1,1.9142221605119804e-05,11.62044545656109,0.0,10.981471800313921,3.564663321080146,0.3344528958846532
GstE5,3.85591266673453e-05,8.131249630571133,0.0,5.976730102960728,0.6627348819008103,0.6737050611318571
fz,5.6999360406247754e-05,4.4968768053054475,0.0,4.628460073708637,0.4986193778088895,0.9958928250179607
fu12,6.0833694990561085e-05,2.4289512362426,0.0,2.5909540189304723,0.3252854431554903,1.0628863188750832
hec,6.201676953846981e-05,0.0,0.0,3.185192554549122,0.0,1.0835569973761445
CG10680,6.201676953846981e-05,0.0,0.0,1.5066358558221433,0.0,1.0835569973761445
CG43340,6.201676953846981e-05,0.0,0.0,4.3422122374023955,0.0,1.0835569973761445
SKIP,6.336664184390663e-05,7.535691379855196,0.0,6.4956577507868385,0.7358240323624526,1.1071419662967366
CG34135,9.267659238165648e-05,6.248340255770351,0.0,5.105353875289995,1.021878407075323,1.619245422092302
Hsromega,0.00014246381797912804,12.970727632805769,14.497324169794279,11.788331803957615,13.989607638126792,2.489127827731325
CG11768,0.0001547328415214857,7.742725048494119,0.0,6.823802770592894,2.438458300362401,2.703492207063398
CG42784,0.00017136527193408347,6.174001497825356,12.545845844883676,6.30817283378788,11.747025616555982,2.9940940312323066
