symbol,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
Or92a,1.97303889073501e-27,0.0,10.745719814577221,0.07392015780563517,9.911445286316036,3.447293549892209e-23
GstE4,3.9806380713002944e-23,0.0,12.25750895764821,2.26493733465679,12.20978125255106,6.954970838175874e-19
Orco,8.854052091602779e-21,0.0,11.249787967573681,2.5356580568595475,11.202490041198953,1.5469799814448375e-16
bru-3,1.8900043372871345e-19,11.142025722054218,1.62015473431354,10.5263335454963,2.152038638068565,3.3022155781080815e-15
Desat1,2.767664162199227e-19,0.0,11.401984357628766,2.1147267570852657,10.757561349180538,4.83566282419449e-15
klg,7.059714909616153e-19,0.0,9.741517345837185,0.6910705624546346,8.287589348743301,1.2334733890081342e-14
CG43689,6.029203746254853e-18,8.792609815600269,0.0,7.898110833320084,0.7522789844386503,1.0534224785456479e-13
CG2556,7.180214121074583e-18,0.0,6.679495161875889,0.0,5.8589635148948,1.2545270112341513e-13
CG33298,1.0225580336978067e-17,0.0,7.368346758507883,0.10807577065068552,6.38346820691225,1.786613396476808e-13
CG33178,1.9386251271411487e-17,0.0,7.136262039213035,0.8767378929709372,6.222973050422672,3.387165822141015e-13
shakB,2.3653685995329364e-17,11.283934164003947,1.858311127127208,10.771077097639392,3.2737118422794818,4.1327720171039467e-13
sNPF,2.3925608984727658e-17,11.322521818896258,0.0,10.686237569638966,2.3963767423640547,4.1802824018116164e-13
Ggamma30A,4.5461537330373394e-17,10.325605388192656,0.0,9.151780651341667,0.6190342016379479,7.943039802362839e-13
CG42784,4.6830195506825354e-17,13.435925028176534,9.977267486536665,13.304505494555478,8.795794260787343,8.182171758952526e-13
CG31760,6.367367944460508e-17,9.279256292760827,0.0,7.8408339826294515,0.3974703205330142,1.1125065272561399e-12
Ac76E,1.488551194361152e-16,0.0,6.309935267329298,0.35067313928311505,5.590205087163411,2.600796646787805e-12
Kua,1.5723374045900245e-16,0.0,9.9463286401051,1.0660606119282394,8.638957986035056,2.7471879132996907e-12
sens-2,1.1147686621875289e-15,7.5377326349316816,0.0,6.330596379736097,0.09087795739789434,1.9477238065740504e-11
Gr21a,1.1749771278313375e-15,9.723052023397344,0.0,7.777544556659285,0.405820521647618,2.0529200377469128e-11
ATP8B,1.4496291311993662e-15,0.0,10.895953508351006,1.7840354756129357,9.459290696192932,2.5327920180315327e-11
CG10874,2.412797963404991e-15,0.0,8.26795298653604,0.5066759058101948,6.208155440235365,4.2156406016612e-11
Su(H),5.1200165575669105e-15,0.0,7.162641937732401,0.19960901273287815,5.604308517732563,8.945692929380906e-11
Vmat,7.55215526751928e-15,9.188312499124482,0.0,7.0753014382382515,0.14486765987621497,1.3195125683409687e-10
Gr63a,8.497582192886866e-15,7.028568925697732,0.0,6.241988081150488,0.03015695800177238,1.4846975607411933e-10
CR44960,1.7462042886624498e-14,0.0,8.685431866819798,0.8536826360066928,6.652278646167549,3.0509681331510324e-10
CG3961,1.879256769440176e-14,0.0,10.30911546265417,2.717045934007216,9.701541192333194,3.2834374275658755e-10
CG6767,2.806047576164355e-14,10.282079160556092,0.0,9.365096668362392,2.71732176203755,4.902726325074361e-10
GstE5,4.5458533157703375e-14,0.0,8.343640163805532,0.5098536353033288,5.916032251667686,7.942514913313934e-10
Sp1,4.788511047670163e-14,10.2428036030897,0.0,9.412971129924898,2.0047934059585164,8.366486502489309e-10
dpr10,7.759257353991829e-14,7.489002759590126,0.0,5.946615875983363,0.24338847299824645,1.3556974448894524e-09
CG18208,9.303470063002164e-14,7.388184833371722,0.0,6.176751107884897,0.33674754128849466,1.625502289407738e-09
CG13332,1.6964651872970176e-13,7.9001499353140225,0.0,6.099791934975647,0.0,2.964063975245349e-09
CG34353,3.9431170950945546e-13,8.291830582427487,0.0,7.029596961850792,0.8840784963748125,6.889414188549206e-09
CG9555,6.425899198189216e-13,0.0,5.981317827568461,0.17612387752979686,5.215512332244175,1.1227331079076198e-08
fas,1.4344340709101619e-12,2.9173808953943725,8.393319827654231,3.240889005079302,7.996330077075908,2.506243208694235e-08
dpr1,1.8504894418987767e-12,0.0,8.379959842213388,1.5708816807128336,7.238149132620272,3.233175152885543e-08
CG12880,2.3304170018744704e-12,0.0,0.8153899330038326,0.0,3.549302934316184,4.071704585675075e-08
fkh,5.8739456416986e-12,4.258720464947796,0.0,3.9925446020832975,0.0,1.0262957825175794e-07
Gfrl,6.119856281510071e-12,0.0,9.912386428984107,2.7942979966645214,8.836550761733964,1.0692612895054396e-07
CG42237,7.575758440389209e-12,0.0,3.248363263727203,0.15854464292155684,3.8328139666909125,1.3236365147048025e-07
Drip,9.929910659729463e-12,4.7331786041769615,9.224667078481346,4.578610276803956,8.834272735532565,1.7349539904679317e-07
AstC-R2,1.1566008147354017e-11,6.086219551679869,0.0,5.158974770826753,0.2519087847539333,2.020812943505694e-07
CG33177,2.073951862948665e-11,0.0,5.626172025384097,0.29512326688779655,5.0860327570520205,3.6236086949439074e-07
MYPT-75D,9.152850159010102e-11,9.14597836628777,0.0,8.352766141035284,3.0463140822186627,1.599185979782245e-06
Mmp2,1.1828049256904689e-10,9.988036942863324,0.0,8.172153575788021,2.2929608807084323,2.066596766166387e-06
Tsp42Ef,1.727052402164869e-10,0.0,8.551300355866296,2.033250340047345,7.169791330793336,3.017505957062459e-06
Gr64f,4.1210024034850545e-10,0.0,0.0,0.08514198436038826,3.8916847622513044,7.200215399369088e-06
nrm,4.467220737412982e-10,0.0,7.006013895316348,1.1387851148912547,5.37574072109969,7.805128072407962e-06
CG8216,5.409531100345725e-10,0.0,4.82982770195143,1.004643579222108,5.312734996035979,9.45153273852405e-06
CR43836,7.173682345408696e-10,10.203321095765329,5.3313459778688355,9.498777087473709,4.830603349793286,1.2533857793898075e-05
CG43060,7.391278488636125e-10,0.0,0.0,0.05578165234412392,1.2098644837849,1.2914041775345038e-05
tutl,7.399586408654764e-10,11.4741040042011,8.399320610094893,10.53945796901866,7.307046784649142,1.2928557373201604e-05
dac,9.321412599598793e-10,0.0,5.7312959403836565,0.8155195555900815,4.886500845833443,1.628637209401901e-05
cpo,1.0680865253108862e-09,12.337137795505788,13.578122053173805,12.087868848327636,13.165533662103998,1.8661607770231803e-05
Trim9,1.4881692925961518e-09,0.0,2.6945718165581924,0.7182008778722284,2.5574966541056816,2.6001293880239965e-05
MtnB,2.031522124125748e-09,0.0,0.0,0.0,2.706168680971103,3.5494754552725073e-05
CG33143,2.5303915474167332e-09,11.140589161960527,7.325782343023983,10.123927911229474,5.809757462227157,4.4211001116465164e-05
Fer1,3.1656356482820196e-09,0.0,0.0,0.2038265384073092,3.1826076249163253,5.5309986046783445e-05
CG5953,3.3793606683553318e-09,0.0,0.0,3.438493158194551,0.0,5.9044189597504355e-05
Pdfr,3.9451817932933776e-09,2.72834275630689,0.0,3.9278348298050614,0.2859541841603302,6.89302162924219e-05
dimm,5.9438401617078834e-09,0.0,0.0,0.0,0.824044528417743,0.00010385077530536014
rdgA,6.624393542438771e-09,11.604374663095125,8.940650644614312,11.406250644319005,7.640597774169451,0.0001157414039734902
CR44065,9.040588823611197e-09,0.0,0.0,0.02521551115418185,2.7115717105879082,0.00015795716792613482
nuf,9.253343433161989e-09,9.060855307432425,0.0,7.568300373996084,2.8227880264413447,0.00016167441646420627
Ccn,9.518638409539189e-09,0.0,8.774855274735131,2.4578135352420842,7.236547607732749,0.00016630965029146871
GstD11,1.2327605940658657e-08,0.0,7.7670463211526855,2.266830284747605,6.643783624935451,0.00021538793099518805
DIP-eta,1.5682955201004003e-08,0.0,0.0,0.28371844653593137,2.740567215308501,0.00027401259327194195
