symbol,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
Sp1,3.9743363511706205e-11,0.0,9.638154250945846,0.2585858986191665,9.045796819673045,6.943960472765308e-07
eyg,2.0263452619210126e-10,0.0,7.470723092929976,0.0,6.692130403504478,3.5404304416283932e-06
disco-r,2.0263452619210126e-10,0.0,7.350176847614797,0.0,6.603071246500483,3.5404304416283932e-06
mamo,2.0739441926672818e-10,9.965984552807171,0.0,9.782590304890311,0.4619528086700145,3.6235952934282748e-06
Wnt4,4.498772717855129e-10,0.0,7.284798056292461,0.08757293306448177,6.275468189163873,7.860255692636481e-06
pros,7.155763800286391e-10,0.0,9.73656681655645,0.05603532161583531,8.46845923732803,1.2502550511860381e-05
fas,1.2803276907146064e-09,8.118595943345605,0.0,7.489578574170464,0.0,2.23698854121656e-05
toe,1.7477716130981826e-09,0.0,6.456665475208656,0.10534395986245425,6.2193162419232815,3.053706562405145e-05
dati,2.0946925423524674e-09,7.727693950222955,0.0,7.237502685204086,0.1047289741457063,3.659846809998231e-05
rdgA,2.8143242245071273e-09,9.668917224450075,0.0,8.99904176637246,1.6803264178595334,4.917187285058853e-05
dac,3.724492011712644e-09,6.7573742520236895,0.0,6.516319136089652,0.0,6.507432442864331e-05
robo2,6.491649734033709e-09,7.118139666188744,0.0,6.172544641491774,0.09333434773949686,0.00011342210415303696
Toll-7,1.9776676871323256e-08,0.0,6.832247135956326,0.7543372572620392,6.229778733031768,0.00034553809829575993
klg,2.157481766836653e-08,9.83077413131132,0.0,8.395083051852001,0.7114636128042838,0.00037695521430170003
PHGPx,2.2881941065189615e-08,0.0,10.156697147721502,3.4127632473171876,9.64847070758273,0.0003997932742909929
CG43737,2.7242029543945798e-08,8.42602651491623,0.0,7.765780950036353,1.4976210070695486,0.000475972740191821
bi,3.3833187453617384e-08,8.917131627232092,0.0,8.321700444731393,1.5614450981141537,0.0005911334511896029
mid,4.366037853788166e-08,0.0,7.295670655972829,0.0,5.352047843903503,0.0007628341338138684
Fas3,4.366037853788166e-08,0.0,7.174467342035638,0.0,5.9457572007634845,0.0007628341338138684
CR44027,7.346761873165982e-08,6.077093293113624,0.0,4.710324279059723,0.0,0.0012836262344795603
unpg,7.346761873165982e-08,9.62104915820234,0.0,7.942265990780889,0.0,0.0012836262344795603
Pde1c,7.346761873165982e-08,6.719375360298902,0.0,5.425146960326251,0.0,0.0012836262344795603
Ggamma30A,8.28225730964474e-08,9.42017272444272,11.980785026256983,7.53733544435005,11.652179797240217,0.0014470759971411291
CG10804,1.591051932360418e-07,5.593990203130823,0.0,5.459800656019194,0.2958861358621482,0.0027798859362201224
CG1688,2.554353293502587e-07,0.0,8.0999850806977,0.24476288469630464,6.1514995243709905,0.00446296607440772
Con,2.700154975597118e-07,7.3511318692013665,10.5910686392081,7.3809031017427715,10.608748689945596,0.004717710773363285
CG43729,3.23754142600499e-07,10.058052731335033,2.033195920872039,9.681070158216645,3.9224362970419238,0.005656632379515919
Gprk2,3.4393283492140206e-07,7.634976547295634,0.0,7.1544534605920225,1.613421657413909,0.006009194491746737
Eip93F,3.62869709541973e-07,6.890050351052072,10.692005178137947,6.644960937203267,10.263209260269354,0.0063400595651173525
heph,3.643296534598706e-07,0.0,8.29491825216198,1.8409845103931024,7.6686207743989545,0.006365567705250859
comm,4.843055313496132e-07,0.0,5.810504469836733,0.0,5.020560033097003,0.008461786243740442
slp2,4.843055313496132e-07,0.0,8.223519581174969,0.0,5.580121621508698,0.008461786243740442
Mmp2,4.861949922601844e-07,9.04767390504821,0.0,8.138362652401398,2.1174775603852516,0.008494798904769943
disco,5.697542669405486e-07,0.0,7.019114651569101,0.2295660193739467,5.167587597198541,0.009954746551985265
CR45758,7.1400603138589e-07,8.480801511846408,0.0,7.071012821431463,1.0371829116761022,0.01247511338037427
fabp,9.307824974597645e-07,9.840988736494207,0.0,8.709660014444617,3.2675255341910128,0.016262631795617006
Tektin-C,1.067122908459357e-06,8.646655541886494,0.0,6.166956623112191,0.0,0.018644771456601886
CG31676,1.1322448205623019e-06,12.212711215568614,10.408002244271021,12.103516371008173,8.06485555486084,0.01978258150486454
mbl,1.1442362453686388e-06,10.454328494341864,11.903133857845356,10.159611923635055,11.800041856491317,0.019992095679080855
Gclc,1.7231789050720964e-06,4.078086729149926,0.0,4.020214943822081,0.30787914469668975,0.030107381829419667
GstE3,1.8911159999216177e-06,11.095142930266855,7.173028206752773,10.298344532908965,5.125613164269506,0.033041578750630504
plum,3.0553408966438538e-06,0.0,5.418314353282842,0.8225969099833366,5.182039213590685,0.05338291614616141
Tsp66E,4.784816586896771e-06,0.0,5.332850602172722,0.1954060867888838,4.861768305951653,0.08360031540626038
CG11317,5.44788901658202e-06,0.0,8.76083730995978,0.8519127648934726,6.222544882791198,0.09518551689772105
CR44960,5.44788901658202e-06,4.140940668652332,0.0,4.206506921416652,0.0,0.09518551689772105
CG42342,7.816242034217903e-06,7.321996856877397,0.0,5.607061704150087,0.43408599848653573,0.1365653808218552
caps,8.089444537675162e-06,8.556141452452486,0.0,7.655593023997106,2.1533943934368107,0.14133877496226044
